book_id,goodreads_title,isbn_lookup,openlibrary_found,openlibrary_id,openlibrary_url,openlibrary_title,publish_date,page_count,publishers,primary_publisher,subjects,primary_subject,subject_count,cover_url
259,"The Scorch Trials (Maze Runner, #2)",0385738757,True,OL28169662M,http://openlibrary.org/books/OL28169662M/The_Scorch_Trials_Movie_Tie-in_Edition,The Scorch Trials Movie Tie-in Edition,"Aug 04, 2015",384.0,Delacorte Press,Delacorte Press,Science fiction; Survival; Fiction; Solar flares; Mutation (Biology); Science; Experiments; Telepathy,Science fiction,32,https://covers.openlibrary.org/b/id/10107832-L.jpg
261,Under the Tuscan Sun,0767900383,True,OL22575369M,http://openlibrary.org/books/OL22575369M/Under_the_Tuscan_sun,Under the Tuscan sun,1996,280.0,Broadway Books,Broadway Books,Description and travel; Italian Cookery; Nonfiction; Social life and customs; Travel; romance; Cuisine italienne; Mœurs et coutumes,Description and travel,18,https://covers.openlibrary.org/b/id/7370739-L.jpg
262,Big Little Lies,0399167064,True,OL25687542M,http://openlibrary.org/books/OL25687542M/Big_Little_Lies,Big Little Lies,2014,460.0,G.P. Putnam's Sons,G.P. Putnam's Sons,Suburbs; Murder; Families; Schools; Divorce; Parents; Fiction; Parenting,Suburbs,34,https://covers.openlibrary.org/b/id/7352410-L.jpg
263,Ella Enchanted,0590920685,True,OL24206062M,http://openlibrary.org/books/OL24206062M/Ella_enchanted,Ella enchanted,1998,232.0,Scholastic,Scholastic,fiction; Juvenile Fiction - Fairy Tales & Folklore - Adaptations; Juvenile Fiction - Fantasy & Magic; Juvenile Fiction - Girls & Women; Fantasy; Juvenile fiction; Fantasy -- Juvenile fiction; Fairy godmothers,fiction,21,https://covers.openlibrary.org/b/id/6494624-L.jpg
264,The Sun Also Rises,0743297334,True,OL7949109M,http://openlibrary.org/books/OL7949109M/The_Sun_Also_Rises,The Sun Also Rises,"October 17, 2006",256.0,Scribner,Scribner,"Fiction, Historical; Expatriation, fiction; Americans; History; Brett Ashley (Fictitious character); Fiction; Ashley, Brett (Fictitious character); Spain, fiction","Fiction, Historical",32,https://covers.openlibrary.org/b/id/475569-L.jpg
266,"Kiss the Girls (Alex Cross, #2)",0446677388,True,OL46525987M,http://openlibrary.org/books/OL46525987M/Kiss_the_Girls,Kiss the Girls,2003-08,,Warner Books,Warner Books,Fiction; Police; Serial murders; Alex Cross (Fictitious character); Psychologists; Police psychologists; African American police; Detective and mystery stories,Fiction,15,https://covers.openlibrary.org/b/id/13156038-L.jpg
267,The Nightingale,0312577222,True,OL25687541M,http://openlibrary.org/books/OL25687541M/The_Nightingale,The Nightingale,2015,,St. Martin's Press,St. Martin's Press,"Civilians in war; Fiction; FICTION / Contemporary Women; World War (1939-1945) fast (OCoLC)fst01180924; Underground movements; Women in war; World War, 1939-1945; Sisters",Civilians in war,55,https://covers.openlibrary.org/b/id/7352409-L.jpg
268,Never Let Me Go,1400078776,True,OL16198255M,http://openlibrary.org/books/OL16198255M/Never_Let_Me_Go,Never Let Me Go,2006,288.0,Vintage International,Vintage International,"Fiction; Organ donors; Cloning; Donation of organs, tissues; Women; Literature; New York Times bestseller; nyt:trade_fiction_paperback=2010-09-05",Fiction,36,https://covers.openlibrary.org/b/id/13160732-L.jpg
269,P.S. I Love You,0786890754,True,OL27940748M,http://openlibrary.org/books/OL27940748M/PS_I_Love_You,"PS, I Love You",2004,,Hyperion,Hyperion,Fiction; Loss (Psychology); Grief; Widows; Psychological fiction; Friendship; Literature; Loss (Psychology) -- Fiction.,Fiction,30,https://covers.openlibrary.org/b/id/9328566-L.jpg
270,Rebecca,1844080382,True,OL22596620M,http://openlibrary.org/books/OL22596620M/Rebecca,Rebecca,2003,429.0,Virago,Virago,Married women; Cornwall (England : County); Remarriage; Remarried people; Fiction; Drama; Suspense fiction; Open Library Staff Picks,Married women,36,
271,Flowers for Algernon,9780156030312,False,,,,,,,,,,0,
272,Like Water for Chocolate,0552995878,True,OL7816169M,http://openlibrary.org/books/OL7816169M/Like_Water_for_Chocolate,Like Water for Chocolate,1993,222.0,Black Swan; Trans-World,Black Swan,virginity; magical realism; Self-growth; violence; passion; rebellion; food; Mexican cuisine,virginity,50,https://covers.openlibrary.org/b/id/12561151-L.jpg
273,Snow Flower and the Secret Fan,0812968069,True,OL24955498M,http://openlibrary.org/books/OL24955498M/Snow_flower_and_the_secret_fan,Snow flower and the secret fan,2006,269.0,Random House,Random House,Married women; Footbinding; Reminiscing in old age; Female friendship; Fiction; Older women; Secrecy; Childbirth,Married women,16,https://covers.openlibrary.org/b/id/8785537-L.jpg
274,The Godfather,0451205766,True,OL32908328M,http://openlibrary.org/books/OL32908328M/The_Godfather,The Godfather,2019,450.0,Berkley; New American Library,Berkley,Detective and mystery stories; Organized crime; Criminals; Italian Americans; Mafia; Fiction; Criminals in fiction; Drama,Detective and mystery stories,25,https://covers.openlibrary.org/b/id/11535476-L.jpg
275,An Abundance of Katherines,0525476881,True,OL17209849M,http://openlibrary.org/books/OL17209849M/An_Abundance_of_Katherines,An Abundance of Katherines,2006,227.0,Dutton Books,Dutton Books,"Interpersonal relations, fiction; Self-perception, fiction; Young Adult; Romance; Juvenile fiction; Fiction; Self-perception; Interpersonal relations","Interpersonal relations, fiction",37,https://covers.openlibrary.org/b/id/14559681-L.jpg
276,Foundation (Foundation #1),0553803719,True,OL3693746M,http://openlibrary.org/books/OL3693746M/Foundation,Foundation,2004,244.0,Bantam Books,Bantam Books,Psychohistory; Open Library Staff Picks; Life on other planets; Fiction; Science Fiction; Long Now Manual for Civilization; Prophecy; Historians,Psychohistory,18,https://covers.openlibrary.org/b/id/374166-L.jpg
279,"Harry Potter and the Cursed Child - Parts One and Two (Harry Potter, #8)",0751565350,True,OL27254095M,http://openlibrary.org/books/OL27254095M/Harry_Potter_and_the_Cursed_Child,Harry Potter and the Cursed Child,"Aug 01, 2016",352.0,Levine/Scholastic,Levine/Scholastic,Drama; Fantasy; Magic; Juvenile Drama; Good and evil; Literature; Fantasiewelt; Diskontinuität,Drama,21,https://covers.openlibrary.org/b/id/8748679-L.jpg
284,On the Road,9780140042612,False,,,,,,,,,,0,
285,"The Rosie Project (Don Tillman, #1)",1476729085,True,OL25439355M,http://openlibrary.org/books/OL25439355M/The_Rosie_Project,The Rosie Project,2013,304.0,Simon & Schuster,Simon & Schuster,Australia; genetics; research; romance; marriage; college teachers; Fiction; Interpersonal relations,Australia,41,https://covers.openlibrary.org/b/id/12602975-L.jpg
286,The Lucky One,0446579939,True,OL25913810M,http://openlibrary.org/books/OL25913810M/The_Lucky_One,The Lucky One,2008,,Grand Central Publishing,Grand Central Publishing,Fiction; Romance; Photographs; Man-woman relationships; Fortune; Fate and fatalism; Romantic suspense novels; Love stories,Fiction,14,
287,The Fountainhead,0451191153,True,OL20701851M,http://openlibrary.org/books/OL20701851M/The_fountainhead,The fountainhead,1993,704.0,Penguin Books; Signet,Penguin Books,Fiction; Architects; Individualism; Man-woman relationships; Psychology; Philosophical literature; Object (Philosophy); Didactic fiction,Fiction,16,https://covers.openlibrary.org/b/id/14813176-L.jpg
288,"The Hunt for Red October (Jack Ryan Universe, #4)",9780425172912,False,,,,,,,,,,0,
289,"Watership Down (Watership Down, #1)",038039586X,True,OL25940375M,http://openlibrary.org/books/OL25940375M/Watership_Down,Watership Down,June 1975,478.0,Mass Market Paperback,Mass Market Paperback,Rabbits; Adventure and adventurers; Open Library Staff Picks; Fiction; Children's stories; Survival; Juvenile fiction; Adventure stories,Rabbits,38,https://covers.openlibrary.org/b/id/7439919-L.jpg
290,Is Everyone Hanging Out Without Me? (And Other Concerns),0307886263,True,OL25011312M,http://openlibrary.org/books/OL25011312M/Is_everyone_hanging_out_without_me_(and_other_concerns),Is everyone hanging out without me? (and other concerns),2011,222.0,Crown Archetype,Crown Archetype,American wit and humor; New York Times bestseller; nyt:e-book_nonfiction=2011-10-29; Wit and humor,American wit and humor,4,https://covers.openlibrary.org/b/id/7978906-L.jpg
291,Cutting for Stone,9780375414512,False,,,,,,,,,,0,
292,"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)",006112527X,True,OL7288315M,http://openlibrary.org/books/OL7288315M/The_Voyage_of_the_Dawn_Treader_(paper-over-board)_(Narnia),The Voyage of the Dawn Treader (paper-over-board) (Narnia),"September 1, 2006",256.0,HarperCollins,HarperCollins,"Narnia; The Voyage of the Dawn Treader; The Chronicles of Narnia; Narnia (imaginary place), fiction; Children's fiction; Fantasy fiction; Fantasy; Narnia (Imaginary place)",Narnia,41,https://covers.openlibrary.org/b/id/45902-L.jpg
293,Treasure Island,9780753453812,False,,,,,,,,,,0,
295,11/22/63,1451627289,True,OL24906649M,http://openlibrary.org/books/OL24906649M/11_22_63,11/22/63,2011-11,849.0,Scribner,Scribner,Assassination; Time travel; Fiction; Reading Level-Grade 7; Reading Level-Grade 9; Reading Level-Grade 8; Reading Level-Grade 11; Reading Level-Grade 10,Assassination,28,https://covers.openlibrary.org/b/id/14652974-L.jpg
296,The Very Hungry Caterpillar Board Book,0241003008,True,OL21989502M,http://openlibrary.org/books/OL21989502M/The_very_hungry_caterpillar,The very hungry caterpillar,1994,,Hamish Hamilton,Hamish Hamilton,"Children's fiction; Caterpillars, fiction; Toy and movable books; Fiction; Caterpillars; German language materials; Italian language materials; Specimens",Children's fiction,64,https://covers.openlibrary.org/b/id/10768234-L.jpg
297,Cat's Cradle,9780140285612,False,,,,,,,,,,0,
298,The Time Machine,0451528557,True,OL24328642M,http://openlibrary.org/books/OL24328642M/The_Time_Machine,The Time Machine,2002,,Signet Classic,Signet Classic,Self-experimentation in medicine in fiction; Fiction; Time travel in fiction; Dystopias in fiction; Literature; Scientists; Classic Literature; Open Library Staff Picks,Self-experimentation in medicine in fiction,79,https://covers.openlibrary.org/b/id/6454337-L.jpg
299,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,0849946158,True,OL24449290M,http://openlibrary.org/books/OL24449290M/Heaven_is_for_Real,Heaven is for Real,2010,162.0,Thomas Nelson,Thomas Nelson,nyt:paperback_nonfiction=2010-11-13; New York Times bestseller; Near-death experiences; Heaven; Christianity; Christian life; Religious aspects,nyt:paperback_nonfiction=2010-11-13,7,https://covers.openlibrary.org/b/id/6669280-L.jpg
300,The Boy in the Striped Pajamas,0385751060,True,OL23275492M,http://openlibrary.org/books/OL23275492M/The_boy_in_the_striped_pajamas,The boy in the striped pajamas,2006,215.0,David Fickling Books,David Fickling Books,Teen & Young Adult Fiction; Teen & Young Adult Historical Fiction; Teen & Young Adult Social Issues; naivety; gas chambers; Commandants; adventure; Juvenile works,Teen & Young Adult Fiction,78,
301,Heart of Darkness,1892295490,True,OL8719087M,http://openlibrary.org/books/OL8719087M/Heart_of_Darkness,Heart of Darkness,February 2002,200.0,Green Integer,Green Integer,Fiction; Romance; Degeneration; Literature; Description and travel; Diaries; Sailors; Short stories,Fiction,87,https://covers.openlibrary.org/b/id/941308-L.jpg
302,Safe Haven,9780446547612,False,,,,,,,,,,0,
303,"The Secret (The Secret, #1)",1582701709,True,OL28040044M,http://openlibrary.org/books/OL28040044M/The_Secret,The Secret,2006-11,198.0,Atria Books,Atria Books,the Law of Attraction; positive thinking; New Thought; Success; Psychological aspects of Success; Psychological aspects; Self-actualization (Psychology); Happiness,the Law of Attraction,14,https://covers.openlibrary.org/b/id/9424153-L.jpg
305,Pet Sematary,1416524347,True,OL8457070M,http://openlibrary.org/books/OL8457070M/Pet_Sematary,Pet Sematary,"September 1, 2005",576.0,Pocket,Pocket,fiction; thrillers; suspense; horror; occult; psychological trauma; spinal meningitis; flashback,fiction,33,https://covers.openlibrary.org/b/id/760003-L.jpg
306,She's Come Undone,0671021001,True,OL24958931M,http://openlibrary.org/books/OL24958931M/She's_come_undone,She's come undone,1998,465.0,Pocket Books,Pocket Books,"Self-perception; Fiction; Fiction, psychological; Fiction, coming of age; Young women, fiction",Self-perception,5,https://covers.openlibrary.org/b/id/6903673-L.jpg
307,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",0756404738,True,OL24586431M,http://openlibrary.org/books/OL24586431M/The_Wise_Man’s_Fear,The Wise Man’s Fear,2011-03,994.0,Daw Books,Daw Books,The Kingkiller Chronicle; Magicians; Attempted assassination; Fairies; Fiction; Fantasy; New York Times bestseller; Heroes,The Kingkiller Chronicle,23,https://covers.openlibrary.org/b/id/12518396-L.jpg
308,Can You Keep a Secret?,9780440241912,False,,,,,,,,,,0,
309,"City of Fallen Angels (The Mortal Instruments, #4)",1442403543,True,OL25421469M,http://openlibrary.org/books/OL25421469M/City_of_Fallen_Angels,City of Fallen Angels,2011,,Margraet K. McElderly Books,Margraet K. McElderly Books,Magic; Vampires; Paranormal fiction; Juvenile fiction; Demonology; The Mortal Instruments Series; Betrayal; Revenge,Magic,32,https://covers.openlibrary.org/b/id/14649562-L.jpg
310,"Good in Bed (Cannie Shapiro, #1)",0743418174,True,OL24369581M,http://openlibrary.org/books/OL24369581M/Good_in_Bed,Good in Bed,2008,376.0,WSP,WSP,"Overweight women; Fiction; Women journalists; Young women; Domestic--fiction; Humorous stories; Fiction, romance, contemporary; Philadelphia (pa.), fiction",Overweight women,11,https://covers.openlibrary.org/b/id/6602718-L.jpg
311,The Thorn Birds,0380018179,True,OL17581832M,http://openlibrary.org/books/OL17581832M/The_Thorn_Birds,The Thorn Birds,1978-06,692.0,Avon,Avon,"Fiction, Romance; Clergy; Catholic Church; Catholics; Clergy in fiction; Catholics in fiction; Catholic Church in fiction; Australia, fiction","Fiction, Romance",34,https://covers.openlibrary.org/b/id/14618473-L.jpg
313,The Light Between Oceans,1451681739,True,OL25162528M,http://openlibrary.org/books/OL25162528M/The_light_between_oceans,The light between oceans,2012,345.0,Scribner,Scribner,FICTION / Literary; FICTION / General; Foundlings; Married people; FICTION / Historical; Fiction; Australia; Orphans,FICTION / Literary,18,https://covers.openlibrary.org/b/id/12779189-L.jpg
314,"Inkheart (Inkworld, #1)",9780439709112,False,,,,,,,,,,0,
316,A Walk in the Woods,0307279464,True,OL9345866M,http://openlibrary.org/books/OL9345866M/A_Walk_in_the_Woods,A Walk in the Woods,2007-01,416.0,Anchor Books,Anchor Books,"Description and travel; Natural history; Travel; Journeys; Hiking; Nonfiction; Natural history, united states; Appalachian trail",Description and travel,11,https://covers.openlibrary.org/b/id/13526811-L.jpg
317,I Know Why the Caged Bird Sings,0553279378,True,OL18012481M,http://openlibrary.org/books/OL18012481M/I_know_why_the_caged_bird_sings,I know why the caged bird sings,1971,246.0,Bantam,Bantam,"Social life and customs; Biography,; Entertainers; Intellectual life; African American families; American Authors; Homes and haunts; open_syllabus_project",Social life and customs,53,https://covers.openlibrary.org/b/id/-1-L.jpg
319,"City of Lost Souls (The Mortal Instruments, #5)",1442416866,True,OL25138965M,http://openlibrary.org/books/OL25138965M/City_of_Lost_Souls,City of Lost Souls,2012,,Margaret K. McElderry Books,Margaret K. McElderry Books,Magic; Vampires; JUVENILE FICTION / Lifestyles / City & Town Life; JUVENILE FICTION / Fantasy & Magic; Fiction; Supernatural; Horror stories; JUVENILE FICTION / Social Issues / New Experience,Magic,38,https://covers.openlibrary.org/b/id/8200902-L.jpg
320,"Where'd You Go, Bernadette",0316204277,True,OL25926749M,http://openlibrary.org/books/OL25926749M/Where'd_You_Go_Bernadette,"Where'd You Go, Bernadette",2012,330.0,"little, Brown and Company","little, Brown and Company","Women architects--Washington (State)--Seattle--Fiction.; Missing persons--Fiction.; Phobias--Fiction.; Mothers and daughters--Fiction.; Domestic fiction.; Missing persons, fiction; Seattle (wash.), fiction; Mothers and daughters, fiction",Women architects--Washington (State)--Seattle--Fiction.,33,https://covers.openlibrary.org/b/id/8969505-L.jpg
321,Where the Red Fern Grows,0375806814,True,OL29691438M,http://openlibrary.org/books/OL29691438M/Where_the_Red_Fern_Grows,Where the Red Fern Grows,"May 09, 2000",272.0,Yearling,Yearling,Social Issues - Friendship; Juvenile Fiction; Children's Books/Ages 9-12 Fiction; Children: Grades 4-6; Social Situations - Adolescence; Social Issues - Adolescence; Classics; Juvenile Fiction / Social Situations / Adolescence,Social Issues - Friendship,37,https://covers.openlibrary.org/b/id/10405791-L.jpg
323,The Unbearable Lightness of Being,0571224385,True,OL30124581M,http://openlibrary.org/books/OL30124581M/The_Unbearable_Lightness_of_Being,The Unbearable Lightness of Being,"Sep 30, 2004",306.0,Faber & Faber Ltd,Faber & Faber Ltd,"German fiction; Fiction, general; Fiction; Love; Man-woman relationships; Love stories; Identity (Psychology); Surgeons",German fiction,35,https://covers.openlibrary.org/b/id/10439627-L.jpg
325,A Prayer for Owen Meany,9780552135412,True,OL16803119M,http://openlibrary.org/books/OL16803119M/Mark_Counter's_kin,Mark Counter's kin,1990,175.0,Corgi,Corgi,,,0,https://covers.openlibrary.org/b/id/15174284-L.jpg
326,White Oleander,0316182540,True,OL9412667M,http://openlibrary.org/books/OL9412667M/White_Oleander,White Oleander,2001,496.0,"Little, Brown and Company","Little, Brown and Company",Fiction; Foster children; Mothers and daughters; Women murderers; Young women; Children of prisoners; Psychology; Fantasy,Fiction,17,https://covers.openlibrary.org/b/id/14559885-L.jpg
327,"Legend (Legend, #1)",039925675X,True,OL25158843M,http://openlibrary.org/books/OL25158843M/Legend,Legend,2011,,Putnam,Putnam,Criminals; Brothers and sisters; Resistance to Government; Fiction; Science fiction; Plague; Fugitives from justice; Soldiers,Criminals,21,https://covers.openlibrary.org/b/id/7001880-L.jpg
328,Nineteen Minutes,0743496728,True,OL24215414M,http://openlibrary.org/books/OL24215414M/Nineteen_minutes,Nineteen minutes,2007,455.0,Atria Books,Atria Books,Literature; Lawyers; Women judges; High school students; American Psychological fiction; Crimes against; Fiction; Bullying,Literature,31,https://covers.openlibrary.org/b/id/6544698-L.jpg
329,The Last Lecture,1401323251,True,OL26627460M,http://openlibrary.org/books/OL26627460M/The_Last_Lecture,The Last Lecture,July 2015,206.0,Hachette Books,Hachette Books,New York Times bestseller; nyt:hardcover_advice=2009-07-11; Patients; Death; Cancer; Psychological aspects; Computer scientists; Biography,New York Times bestseller,35,https://covers.openlibrary.org/b/id/14651031-L.jpg
330,"The Eye of the World (Wheel of Time, #1)",0812511816,True,OL24934473M,http://openlibrary.org/books/OL24934473M/The_Eye_of_the_World,The Eye of the World,1990,814.0,T. Doherty Associates; Turtleback Books,T. Doherty Associates,"series:The Wheel of Time; Fantasy fiction; Rand al'Thor (Fictitious character); Fiction; Reader recommended, 2001-02; Fantasy .; American Fantasy; al'Thor Rand (Fictitious character)",series:The Wheel of Time,22,https://covers.openlibrary.org/b/id/15099267-L.jpg
333,Still Alice,0595440096,True,OL10711359M,http://openlibrary.org/books/OL10711359M/Still_Alice,Still Alice,"July 13, 2007",300.0,"iUniverse, Inc.","iUniverse, Inc.",Profesorado; Enfermos; Universidades; Fiction; Women college teachers; Novela; Relaciones familiares; Alzheimer's disease,Profesorado,35,https://covers.openlibrary.org/b/id/2532771-L.jpg
334,"Reflected in You (Crossfire, #2)",0425263916,True,OL25970324M,http://openlibrary.org/books/OL25970324M/Reflected_In_You,Reflected In You,2012,,Berkley Publishing Group,Berkley Publishing Group,"Man-woman relationships; Fiction; Fiction, romance, erotica; nyt:trade-fiction-paperback=2012-11-11; New York Times bestseller; Large type books; Fiction, romance, erotic",Man-woman relationships,7,https://covers.openlibrary.org/b/id/7483150-L.jpg
335,James and the Giant Peach,0375814248,True,OL39566853M,http://openlibrary.org/books/OL39566853M/James_and_the_Giant_Peach,James and the Giant Peach,"Sep 10, 2002",160.0,Knopf Books for Young Readers,Knopf Books for Young Readers,Christian Books; Roald Dahl; children; Children's; Kid's; Tweens; Adolescent; Juvenile,Christian Books,53,https://covers.openlibrary.org/b/id/14428042-L.jpg
336,"1st to Die (Women's Murder Club, #1)",0446696617,True,OL7538578M,http://openlibrary.org/books/OL7538578M/1st_to_Die,1st to Die,2007-06,432.0,Warner Books,Warner Books,Fiction; Women detectives; Serial murders; Women in the professions; Female friendship; Detective and mystery stories; Women's Murder Club (Imaginary organization); Policewomen,Fiction,14,https://covers.openlibrary.org/b/id/13153143-L.jpg
337,The Ultimate Hitchhiker's Guide to the Galaxy,0345453743,True,OL17044900M,http://openlibrary.org/books/OL17044900M/The_ultimate_hitchhiker's_guide_to_the_galaxy,The ultimate hitchhiker's guide to the galaxy,1996,815.0,Del Rey,Del Rey,comic science fiction; Vogons; Humorous fiction; Imaginary voyages; wit and humour; Science Fiction; Interstellar travel; Fiction,comic science fiction,23,https://covers.openlibrary.org/b/id/14656530-L.jpg
338,One Day,0340896965,True,OL26978347M,http://openlibrary.org/books/OL26978347M/One_Day,One Day,2009,,Hodder & Stoughton,Hodder & Stoughton,Englisch; Roman; Trennung; Liebespaar; Freundschaft; Wiederbegegnung; Humorous stories; Humorous fiction,Englisch,33,https://covers.openlibrary.org/b/id/8580418-L.jpg
341,The Iliad,0140275363,True,OL23245724M,http://openlibrary.org/books/OL23245724M/The_Iliad,The Iliad,1998,704.0,Penguin Books,Penguin Books,"great_books_of_the_western_world; Poetry; Fiction; Classical literature; Open Library Staff Picks; Juvenile literature; Horses; Mythology, Greek, in literature",great_books_of_the_western_world,113,https://covers.openlibrary.org/b/id/15166208-L.jpg
342,The Casual Vacancy,0316228532,True,OL34150543M,http://openlibrary.org/books/OL34150543M/The_Casual_Vacancy,The Casual Vacancy,2012,,"Little, Brown and Company","Little, Brown and Company",fiction; Elecciones locales; City council members; Spanish language materials; Death; Novela; Local elections; City and town life,fiction,30,https://covers.openlibrary.org/b/id/12025453-L.jpg
343,The Runaway Jury,9780385339712,False,,,,,,,,,,0,
344,Naked,0316777730,True,OL22376472M,http://openlibrary.org/books/OL22376472M/Naked,Naked,1998,291.0,Back Bay Books,Back Bay Books,"Heranwachsender; Familie; Social life and customs; Humor; Humorists, American; Open Library Staff Picks; American Humorists; Humor (Nonfiction)",Heranwachsender,20,
345,"Eldest (The Inheritance Cycle, #2)",9780375840412,False,,,,,,,,,,0,
346,"The Wonderful Wizard of Oz (Oz, #1)",0140621679,True,OL22146191M,http://openlibrary.org/books/OL22146191M/The_wonderful_wizard_of_Oz,The  wonderful wizard of Oz,1995,,Penguin,Penguin,"Witches; Spanish language materials; Fiction; Wizards; Juvenile literature; Wizards in fiction; Children's stories, Russian; Specimens",Witches,110,
347,"Prince Caspian (Chronicles of Narnia, #2)",9780007202312,False,,,,,,,,,,0,
349,'Salem's Lot,0450031063,True,OL7569252M,http://openlibrary.org/books/OL7569252M/Salem's_Lot,Salem's Lot,"July 1, 1982",496.0,New English Library Ltd,New English Library Ltd,Catholic Church; arson; Great Depression; hitmen; Horror fiction; City and town life; Cuentos de terror; Fiction,Catholic Church,55,https://covers.openlibrary.org/b/id/291323-L.jpg
350,Fear and Loathing in Las Vegas,9780679785912,False,,,,,,,,,,0,
351,"Clockwork Prince (The Infernal Devices, #2)",1416975888,True,OL24906274M,http://openlibrary.org/books/OL24906274M/Clockwork_prince,Clockwork prince,2011,502.0,Margaret K. McElderry Books,Margaret K. McElderry Books,London (England); Orphans; Fiction; Supernatural; Demonology; Secret societies; Identity; History,London (England),37,https://covers.openlibrary.org/b/id/6934916-L.jpg
353,Othello,0743477553,True,OL32278262M,http://openlibrary.org/books/OL32278262M/Othello,Othello,1993-07,314.0,Washington Square Press,Washington Square Press,Drama; Othello (Fictitious character); Printing; Specimens; Dramatic production; Jealousy; Muslims; Interracial marriage,Drama,89,https://covers.openlibrary.org/b/id/10905628-L.jpg
354,Beloved,1400033411,True,OL61297479M,http://openlibrary.org/books/OL61297479M/Beloved,Beloved,2004,,Vintage International,Vintage International,African American History; Ohio; History; 19th century; Fiction; Reading Level-Grade 9; Reading Level-Grade 11; Reading Level-Grade 10,African American History,52,https://covers.openlibrary.org/b/id/15169554-L.jpg
355,"Graceling (Graceling Realm, #1)",015206396X,True,OL24626857M,http://openlibrary.org/books/OL24626857M/Graceling,Graceling,2008,471.0,Graphia,Graphia,Women warriors; Magic; Uncles; Fantasy; Juvenile fiction; Violence; Fiction; Rulers,Women warriors,19,https://covers.openlibrary.org/b/id/12729443-L.jpg
356,"The Bad Beginning (A Series of Unfortunate Events, #1)",0439206472,True,OL7510930M,http://openlibrary.org/books/OL7510930M/The_Bad_Beginning_-_Book_1_of_A_Series_of_Unfortunate_Events,The Bad Beginning - Book 1 of A Series of Unfortunate Events,2000,,"Scholastic, Inc.","Scholastic, Inc.","Fiction; Humorous stories; Brothers and sisters; Orphans; Children's fiction; Brothers and sisters, fiction; Orphans, fiction; juvenile fiction",Fiction,31,
357,All Quiet on the Western Front,0449213943,True,OL37798559M,http://openlibrary.org/books/OL37798559M/All_Quiet_on_the_Western_Front,All Quiet on the Western Front,1970-04,295.0,Fawcett Crest,Fawcett Crest,"World War, 1914-1918; Fiction; Open Library Staff Picks; Translations into English; German fiction; Soldiers; German language; History","World War, 1914-1918",41,https://covers.openlibrary.org/b/id/14652909-L.jpg
358,"Oh, The Places You'll Go!",0679805273,True,OL2213919M,http://openlibrary.org/books/OL2213919M/Oh_the_places_you'll_go!,"Oh, the places you'll go!",1990,48.0,Random House,Random House,Stories in rhyme; Success; Fiction; Juvenile fiction; Children's poetry; Conduct of life; Choice Behavior; Classics,Stories in rhyme,41,https://covers.openlibrary.org/b/id/15091589-L.jpg
359,And the Mountains Echoed,159463176X,True,OL25428218M,http://openlibrary.org/books/OL25428218M/And_the_mountains_echoed,And the mountains echoed,2013,404.0,Bloomsbury Publishing; Riverhead Books,Bloomsbury Publishing,Community life; Interpersonal relations; Families; Fiction; Brothers and sisters; Reading Level-Grade 7; Reading Level-Grade 9; Reading Level-Grade 8,Community life,32,https://covers.openlibrary.org/b/id/7258558-L.jpg
360,Do Androids Dream of Electric Sheep?,0345404475,True,OL22368998M,http://openlibrary.org/books/OL22368998M/Do_androids_dream_of_electric_sheep,Do androids dream of electric sheep?,1996,244.0,Ballantine Books,Ballantine Books,"Androids; Fiction; Rick Deckard (Fictitious character); Science Fiction; Twenty-first century; open_syllabus_project; Bounty hunters; Fiction, science fiction, general",Androids,33,https://covers.openlibrary.org/b/id/6917227-L.jpg
361,Oliver Twist,0141439742,True,OL3702624M,http://openlibrary.org/books/OL3702624M/Oliver_Twist_or_The_parish_boy's_progress,"Oliver Twist, or, The parish boy's progress",2003,554.0,Penguin Books,Penguin Books,Bildungsromans; Boys; Brigands and robbers; British and irish fiction (fictional works by one author); British fiction; Children; Children's fiction; Children's stories,Bildungsromans,92,https://covers.openlibrary.org/b/id/13031365-L.jpg
363,"Anna and the French Kiss (Anna and the French Kiss, #1)",0525423273,True,OL26253900M,http://openlibrary.org/books/OL26253900M/Anna_and_french_kiss,Anna and french kiss,2010,,dutton,dutton,"Children's fiction; Interpersonal relations, fiction; Boarding schools, fiction; Paris (france), fiction; Interpersonal relations; Fiction; Boarding schools; Schools",Children's fiction,9,https://covers.openlibrary.org/b/id/14649847-L.jpg
365,V for Vendetta,1401207928,True,OL23277389M,http://openlibrary.org/books/OL23277389M/V_for_vendetta,V for vendetta,2005,286.0,DC Comics,DC Comics,"Fiction; Graphic novels; Comic books, strips; Politics and government; Anarchism; England in fiction; Great Britain in fiction; Totalitarianism in fiction",Fiction,28,https://covers.openlibrary.org/b/id/14643265-L.jpg
366,John Adams,0743223136,True,OL17729084M,http://openlibrary.org/books/OL17729084M/John_Adams,John Adams,2002,751.0,Simon & Schuster,Simon & Schuster,Politics and government; Presidents; Biography; Government; Biographies; Présidents; Famous Persons; Politique et gouvernement,Politics and government,13,https://covers.openlibrary.org/b/id/15116808-L.jpg
